task_name,model,method,source_file,split,index,qa_id,qa_type,primary_slots,support_fact_count,local_entanglement,metric,value
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,29,mt10_a08_q14,relation,['representative_work'],1,1.0,forget_Q_A_Prob,0.25771546363830566
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,30,mt10_a08_q16,composite,['genre_and_core_themes'],1,1.0,forget_Q_A_Prob,0.18673789501190186
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,31,mt10_a08_q30,single_fact,['writing_style'],1,1.0,forget_Q_A_Prob,0.20414999127388
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,32,mt10_a09_q10,single_fact,['core_themes'],1,1.0,forget_Q_A_Prob,0.5224072933197021
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,33,mt10_a09_q14,relation,['representative_work'],1,1.0,forget_Q_A_Prob,0.36779332160949707
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,34,mt10_a09_q16,composite,['genre_and_core_themes'],1,1.0,forget_Q_A_Prob,0.12263228744268417
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,35,mt10_a09_q29,single_fact,['writing_style'],1,1.0,forget_Q_A_Prob,0.08646300435066223
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,36,mt10_a10_q10,single_fact,['core_themes'],1,1.0,forget_Q_A_Prob,0.4478285312652588
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,37,mt10_a10_q14,relation,['representative_work'],1,1.0,forget_Q_A_Prob,0.33310407400131226
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,38,mt10_a10_q16,composite,['genre_and_core_themes'],1,1.0,forget_Q_A_Prob,0.21761320531368256
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,39,mt10_a10_q30,single_fact,['writing_style'],1,1.0,forget_Q_A_Prob,0.22961895167827606
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,0,mt10_a01_q10,single_fact,['core_themes'],1,1.0,exact_memorization,0.800000011920929
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,1,mt10_a01_q14,relation,['representative_work'],1,1.0,exact_memorization,0.785714328289032
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,2,mt10_a01_q16,composite,['genre_and_core_themes'],1,1.0,exact_memorization,0.699999988079071
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,3,mt10_a01_q30,single_fact,['writing_style'],1,1.0,exact_memorization,0.5600000023841858
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,4,mt10_a02_q10,single_fact,['core_themes'],1,1.0,exact_memorization,0.9117646813392639
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,5,mt10_a02_q14,relation,['representative_work'],1,1.0,exact_memorization,0.8500000238418579
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,6,mt10_a02_q16,composite,['genre_and_core_themes'],1,1.0,exact_memorization,0.7272727489471436
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,7,mt10_a02_q29,single_fact,['writing_style'],1,1.0,exact_memorization,0.7142857313156128
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,8,mt10_a03_q10,single_fact,['core_themes'],1,1.0,exact_memorization,1.0
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,9,mt10_a03_q14,relation,['representative_work'],1,1.0,exact_memorization,0.6666666865348816
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,10,mt10_a03_q16,composite,['genre_and_core_themes'],1,1.0,exact_memorization,0.6363636255264282
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,11,mt10_a03_q30,single_fact,['writing_style'],1,1.0,exact_memorization,0.5555555820465088
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,12,mt10_a04_q10,single_fact,['core_themes'],1,1.0,exact_memorization,0.7906976938247681
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,13,mt10_a04_q14,relation,['representative_work'],1,1.0,exact_memorization,0.8181818723678589
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,14,mt10_a04_q16,composite,['genre_and_core_themes'],1,1.0,exact_memorization,0.5384615659713745
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,15,mt10_a04_q30,single_fact,['writing_style'],1,1.0,exact_memorization,0.5384615659713745
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,16,mt10_a05_q10,single_fact,['core_themes'],1,1.0,exact_memorization,0.8888888955116272
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,17,mt10_a05_q14,relation,['representative_work'],1,1.0,exact_memorization,0.9333333969116211
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,18,mt10_a05_q16,composite,['genre_and_core_themes'],1,1.0,exact_memorization,0.6000000238418579
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,19,mt10_a05_q30,single_fact,['writing_style'],1,1.0,exact_memorization,0.5999999642372131
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,20,mt10_a06_q10,single_fact,['core_themes'],1,1.0,exact_memorization,0.8918918967247009
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,21,mt10_a06_q14,relation,['representative_work'],1,1.0,exact_memorization,0.4166666865348816
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,22,mt10_a06_q16,composite,['genre_and_core_themes'],1,1.0,exact_memorization,0.4285714626312256
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,23,mt10_a06_q29,single_fact,['writing_style'],1,1.0,exact_memorization,0.6153846383094788
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,24,mt10_a07_q10,single_fact,['core_themes'],1,1.0,exact_memorization,0.7142857313156128
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,25,mt10_a07_q14,relation,['representative_work'],1,1.0,exact_memorization,0.9166666865348816
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,26,mt10_a07_q16,composite,['genre_and_core_themes'],1,1.0,exact_memorization,0.5789473652839661
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,27,mt10_a07_q30,single_fact,['writing_style'],1,1.0,exact_memorization,0.625
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,28,mt10_a08_q10,single_fact,['core_themes'],1,1.0,exact_memorization,0.8108108043670654
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,29,mt10_a08_q14,relation,['representative_work'],1,1.0,exact_memorization,0.785714328289032
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,30,mt10_a08_q16,composite,['genre_and_core_themes'],1,1.0,exact_memorization,0.5384615659713745
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,31,mt10_a08_q30,single_fact,['writing_style'],1,1.0,exact_memorization,0.6363636255264282
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,32,mt10_a09_q10,single_fact,['core_themes'],1,1.0,exact_memorization,1.0
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,33,mt10_a09_q14,relation,['representative_work'],1,1.0,exact_memorization,0.7647058963775635
mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10,Llama-3.2-1B-Instruct,CEU,/home/zkzhang/unlearning/open-unlearning/saves/unlearn/mytofu_Llama-3.2-1B-Instruct_CEU_from_full_e10/evals_final/MYTOFU_EVAL.json,forget,34,mt10_a09_q16,composite,['genre_and_core_themes'],1,1.0,exact_memorization,0.6086956858634949
